s3BucketName,date,spaceUsed
schminkel-coolify-91.99.8.91,2026-02-26,53995547
schminkel-coolify-94.130.56.167,2026-02-26,304330503
schminkel-de,2026-02-26,2124127517
schminkel-de-2026,2026-02-26,12151665
schminkel-de-backups,2026-02-26,4669335505
schminkel-digital,2026-02-26,19412748
schminkel-dynamodb-exports,2026-02-26,5116
schminkel-email,2026-02-26,504263
schminkel-email-plaintext,2026-02-26,29155
schminkel-email-thorsten-schminkel-digital,2026-02-26,654017
schminkel-ente,2026-02-26,2995293104
schminkel-favicon-bucket,2026-02-26,294839
schminkel-lambda-layer,2026-02-26,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-02-26,1208758227
schminkel-payload-3.0,2026-02-26,62745372
schminkel-payload-demo-3.0,2026-02-26,0
schminkel-payload-digital,2026-02-26,42663578
schminkel-payload-financials,2026-02-26,2764837
schminkel-payload-financials-dev,2026-02-26,2758654
schminkel-payload-financials-local,2026-02-26,2778017
schminkel-payload-lightgallery,2026-02-26,405906771
schminkel-payload-lightgallery-dev,2026-02-26,482610112
schminkel-photo-gallery,2026-02-26,119778256
schminkel-photo-net,2026-02-26,80255909
schminkel-photos,2026-02-26,1766315955
schminkel-public,2026-02-26,2005363
schminkel-test-lambda-bucket,2026-02-26,43293554
schminkel-transcribe-audio-input-bucket,2026-02-26,15690254
schminkel-transcribe-audio-output-bucket,2026-02-26,178578
schminkel-transcription,2026-02-26,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-02-26,1023336
all,2026-02-26,23664968902
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-02-27,19983504
capgemini-s3,2026-02-27,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-02-27,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-02-27,86076714
coolify-raspi5-02,2026-02-27,0
coolify-scraper-backup,2026-02-27,6505591
docker-volume-backup-coolify-6,2026-02-27,4421086036
docker-volume-backup-open-webui-raspi2,2026-02-27,3404287627
docker-volume-backup-owncloud-raspi2,2026-02-27,1113852518
docker-volume-backup-paperless-raspi2,2026-02-27,56051877
nextcloud.xtra.tools,2026-02-27,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-02-27,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-02-27,1002551
schminkel-chatbot-files,2026-02-27,30904152
schminkel-comfyui,2026-02-27,23213253
schminkel-coolify-116.203.89.76,2026-02-27,0
schminkel-coolify-5.75.142.123,2026-02-27,21259489
schminkel-coolify-91.99.8.91,2026-02-27,55803711
schminkel-coolify-94.130.56.167,2026-02-27,304330503
schminkel-de,2026-02-27,2124127517
schminkel-de-2026,2026-02-27,12151665
schminkel-de-backups,2026-02-27,4669335505
schminkel-digital,2026-02-27,19412748
schminkel-dynamodb-exports,2026-02-27,5116
schminkel-email,2026-02-27,504263
schminkel-email-plaintext,2026-02-27,29155
schminkel-email-thorsten-schminkel-digital,2026-02-27,654017
schminkel-ente,2026-02-27,2995293104
schminkel-favicon-bucket,2026-02-27,294839
schminkel-lambda-layer,2026-02-27,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-02-27,1208758227
schminkel-payload-3.0,2026-02-27,62745372
schminkel-payload-demo-3.0,2026-02-27,0
schminkel-payload-digital,2026-02-27,42663578
schminkel-payload-financials,2026-02-27,2764837
schminkel-payload-financials-dev,2026-02-27,2758654
schminkel-payload-financials-local,2026-02-27,2778017
schminkel-payload-lightgallery,2026-02-27,405906771
schminkel-payload-lightgallery-dev,2026-02-27,482610112
schminkel-photo-gallery,2026-02-27,119778256
schminkel-photo-net,2026-02-27,80255909
schminkel-photos,2026-02-27,1766315955
schminkel-public,2026-02-27,2005363
schminkel-test-lambda-bucket,2026-02-27,43293554
schminkel-transcribe-audio-input-bucket,2026-02-27,15690254
schminkel-transcribe-audio-output-bucket,2026-02-27,178578
schminkel-transcription,2026-02-27,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-02-27,1023336
all,2026-02-27,23675350577
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-02-28,19983504
capgemini-s3,2026-02-28,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-02-28,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-02-28,86076714
coolify-raspi5-02,2026-02-28,0
coolify-scraper-backup,2026-02-28,6505591
docker-volume-backup-coolify-6,2026-02-28,4434623975
docker-volume-backup-open-webui-raspi2,2026-02-28,3404287627
docker-volume-backup-owncloud-raspi2,2026-02-28,1113852516
docker-volume-backup-paperless-raspi2,2026-02-28,56051891
nextcloud.xtra.tools,2026-02-28,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-02-28,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-02-28,1002551
schminkel-chatbot-files,2026-02-28,30904152
schminkel-comfyui,2026-02-28,23213253
schminkel-coolify-116.203.89.76,2026-02-28,0
schminkel-coolify-5.75.142.123,2026-02-28,21259489
schminkel-coolify-91.99.8.91,2026-02-28,57953642
schminkel-coolify-94.130.56.167,2026-02-28,304330503
schminkel-de,2026-02-28,2124127517
schminkel-de-2026,2026-02-28,12151665
schminkel-de-backups,2026-02-28,4669335505
schminkel-digital,2026-02-28,19412748
schminkel-dynamodb-exports,2026-02-28,5116
schminkel-email,2026-02-28,504263
schminkel-email-plaintext,2026-02-28,29155
schminkel-email-thorsten-schminkel-digital,2026-02-28,654017
schminkel-ente,2026-02-28,2995293104
schminkel-favicon-bucket,2026-02-28,294839
schminkel-lambda-layer,2026-02-28,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-02-28,1208758227
schminkel-payload-3.0,2026-02-28,62745372
schminkel-payload-demo-3.0,2026-02-28,0
schminkel-payload-digital,2026-02-28,42663578
schminkel-payload-financials,2026-02-28,2764837
schminkel-payload-financials-dev,2026-02-28,2758654
schminkel-payload-financials-local,2026-02-28,2778017
schminkel-payload-lightgallery,2026-02-28,405906771
schminkel-payload-lightgallery-dev,2026-02-28,482610112
schminkel-photo-gallery,2026-02-28,119778256
schminkel-photo-net,2026-02-28,80255909
schminkel-photos,2026-02-28,1766315955
schminkel-public,2026-02-28,2005363
schminkel-test-lambda-bucket,2026-02-28,43293554
schminkel-transcribe-audio-input-bucket,2026-02-28,15690254
schminkel-transcribe-audio-output-bucket,2026-02-28,178578
schminkel-transcription,2026-02-28,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-02-28,1023336
all,2026-02-28,23691038459
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-01,19983504
capgemini-s3,2026-03-01,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-01,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-01,86076714
coolify-raspi5-02,2026-03-01,0
coolify-scraper-backup,2026-03-01,6505591
docker-volume-backup-coolify-6,2026-03-01,4448369984
docker-volume-backup-open-webui-raspi2,2026-03-01,3404287625
docker-volume-backup-owncloud-raspi2,2026-03-01,1113852528
docker-volume-backup-paperless-raspi2,2026-03-01,56051892
nextcloud.xtra.tools,2026-03-01,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-01,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-01,1002551
schminkel-chatbot-files,2026-03-01,30904152
schminkel-comfyui,2026-03-01,23213253
schminkel-coolify-116.203.89.76,2026-03-01,0
schminkel-coolify-5.75.142.123,2026-03-01,21259489
schminkel-coolify-91.99.8.91,2026-03-01,60101992
schminkel-coolify-94.130.56.167,2026-03-01,304330503
schminkel-de,2026-03-01,2124127517
schminkel-de-2026,2026-03-01,12151665
schminkel-de-backups,2026-03-01,4669335505
schminkel-digital,2026-03-01,19412748
schminkel-dynamodb-exports,2026-03-01,5116
schminkel-email,2026-03-01,504263
schminkel-email-plaintext,2026-03-01,29155
schminkel-email-thorsten-schminkel-digital,2026-03-01,654017
schminkel-ente,2026-03-01,2935693957
schminkel-favicon-bucket,2026-03-01,294839
schminkel-lambda-layer,2026-03-01,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-01,1208758227
schminkel-payload-3.0,2026-03-01,62745372
schminkel-payload-demo-3.0,2026-03-01,0
schminkel-payload-digital,2026-03-01,42663578
schminkel-payload-financials,2026-03-01,2764837
schminkel-payload-financials-dev,2026-03-01,2758654
schminkel-payload-financials-local,2026-03-01,2778017
schminkel-payload-lightgallery,2026-03-01,405906771
schminkel-payload-lightgallery-dev,2026-03-01,482610112
schminkel-photo-gallery,2026-03-01,119778256
schminkel-photo-net,2026-03-01,80255909
schminkel-photos,2026-03-01,1766315955
schminkel-public,2026-03-01,2005363
schminkel-test-lambda-bucket,2026-03-01,43293554
schminkel-transcribe-audio-input-bucket,2026-03-01,15690254
schminkel-transcribe-audio-output-bucket,2026-03-01,178578
schminkel-transcription,2026-03-01,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-01,1023336
all,2026-03-01,23647333682
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-02,19983504
capgemini-s3,2026-03-02,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-02,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-02,86076714
coolify-raspi5-02,2026-03-02,0
coolify-scraper-backup,2026-03-02,6505591
docker-volume-backup-coolify-6,2026-03-02,4462416293
docker-volume-backup-open-webui-raspi2,2026-03-02,3404287626
docker-volume-backup-owncloud-raspi2,2026-03-02,1113852525
docker-volume-backup-paperless-raspi2,2026-03-02,60517928
nextcloud.xtra.tools,2026-03-02,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-02,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-02,1002551
schminkel-chatbot-files,2026-03-02,30904152
schminkel-comfyui,2026-03-02,23213253
schminkel-coolify-116.203.89.76,2026-03-02,0
schminkel-coolify-5.75.142.123,2026-03-02,21259489
schminkel-coolify-91.99.8.91,2026-03-02,61718987
schminkel-coolify-94.130.56.167,2026-03-02,304330503
schminkel-de,2026-03-02,2124127517
schminkel-de-2026,2026-03-02,12151665
schminkel-de-backups,2026-03-02,4669335505
schminkel-digital,2026-03-02,19412748
schminkel-dynamodb-exports,2026-03-02,5116
schminkel-email,2026-03-02,504263
schminkel-email-plaintext,2026-03-02,29155
schminkel-email-thorsten-schminkel-digital,2026-03-02,654017
schminkel-ente,2026-03-02,2935693957
schminkel-favicon-bucket,2026-03-02,294839
schminkel-lambda-layer,2026-03-02,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-02,1208758227
schminkel-payload-3.0,2026-03-02,62745372
schminkel-payload-demo-3.0,2026-03-02,0
schminkel-payload-digital,2026-03-02,42663578
schminkel-payload-financials,2026-03-02,2764837
schminkel-payload-financials-dev,2026-03-02,2758654
schminkel-payload-financials-local,2026-03-02,2778017
schminkel-payload-lightgallery,2026-03-02,405906771
schminkel-payload-lightgallery-dev,2026-03-02,482610112
schminkel-photo-gallery,2026-03-02,119778256
schminkel-photo-net,2026-03-02,80255909
schminkel-photos,2026-03-02,1766315955
schminkel-public,2026-03-02,2005363
schminkel-test-lambda-bucket,2026-03-02,43293554
schminkel-transcribe-audio-input-bucket,2026-03-02,15690254
schminkel-transcribe-audio-output-bucket,2026-03-02,178578
schminkel-transcription,2026-03-02,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-02,1023336
all,2026-03-02,23667463020
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-03,19983504
capgemini-s3,2026-03-03,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-03,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-03,86076714
coolify-raspi5-02,2026-03-03,0
coolify-scraper-backup,2026-03-03,6505591
docker-volume-backup-coolify-6,2026-03-03,4474359023
docker-volume-backup-open-webui-raspi2,2026-03-03,3404287631
docker-volume-backup-owncloud-raspi2,2026-03-03,1113852519
docker-volume-backup-paperless-raspi2,2026-03-03,60517540
nextcloud.xtra.tools,2026-03-03,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-03,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-03,1002551
schminkel-chatbot-files,2026-03-03,30904152
schminkel-comfyui,2026-03-03,23213253
schminkel-coolify-116.203.89.76,2026-03-03,0
schminkel-coolify-5.75.142.123,2026-03-03,21259489
schminkel-coolify-91.99.8.91,2026-03-03,60774079
schminkel-coolify-94.130.56.167,2026-03-03,304330503
schminkel-de,2026-03-03,2124127517
schminkel-de-2026,2026-03-03,12151665
schminkel-de-backups,2026-03-03,4669335505
schminkel-digital,2026-03-03,19412748
schminkel-dynamodb-exports,2026-03-03,5116
schminkel-email,2026-03-03,504263
schminkel-email-plaintext,2026-03-03,29155
schminkel-email-thorsten-schminkel-digital,2026-03-03,654017
schminkel-ente,2026-03-03,2935693957
schminkel-favicon-bucket,2026-03-03,294839
schminkel-lambda-layer,2026-03-03,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-03,1208758227
schminkel-payload-3.0,2026-03-03,62745372
schminkel-payload-demo-3.0,2026-03-03,0
schminkel-payload-digital,2026-03-03,42663578
schminkel-payload-financials,2026-03-03,2764837
schminkel-payload-financials-dev,2026-03-03,2758654
schminkel-payload-financials-local,2026-03-03,2778017
schminkel-payload-lightgallery,2026-03-03,405906771
schminkel-payload-lightgallery-dev,2026-03-03,482610112
schminkel-photo-gallery,2026-03-03,119778256
schminkel-photo-net,2026-03-03,80255909
schminkel-photos,2026-03-03,1766315955
schminkel-public,2026-03-03,2005363
schminkel-test-lambda-bucket,2026-03-03,43293554
schminkel-transcribe-audio-input-bucket,2026-03-03,15690254
schminkel-transcribe-audio-output-bucket,2026-03-03,178578
schminkel-transcription,2026-03-03,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-03,1023336
all,2026-03-03,23678460453
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-04,19983504
capgemini-s3,2026-03-04,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-04,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-04,86076714
coolify-raspi5-02,2026-03-04,0
coolify-scraper-backup,2026-03-04,6505591
docker-volume-backup-coolify-6,2026-03-04,4481795063
docker-volume-backup-open-webui-raspi2,2026-03-04,3404287631
docker-volume-backup-owncloud-raspi2,2026-03-04,1113852508
docker-volume-backup-paperless-raspi2,2026-03-04,60517544
nextcloud.xtra.tools,2026-03-04,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-04,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-04,1002551
schminkel-chatbot-files,2026-03-04,30904152
schminkel-comfyui,2026-03-04,23213253
schminkel-coolify-116.203.89.76,2026-03-04,0
schminkel-coolify-5.75.142.123,2026-03-04,21259489
schminkel-coolify-91.99.8.91,2026-03-04,59679060
schminkel-coolify-94.130.56.167,2026-03-04,304330503
schminkel-de,2026-03-04,2124127517
schminkel-de-2026,2026-03-04,12151665
schminkel-de-backups,2026-03-04,4669335505
schminkel-digital,2026-03-04,19412748
schminkel-dynamodb-exports,2026-03-04,5116
schminkel-email,2026-03-04,504263
schminkel-email-plaintext,2026-03-04,29155
schminkel-email-thorsten-schminkel-digital,2026-03-04,654017
schminkel-ente,2026-03-04,2935693957
schminkel-favicon-bucket,2026-03-04,294839
schminkel-lambda-layer,2026-03-04,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-04,1208758227
schminkel-payload-3.0,2026-03-04,62745372
schminkel-payload-demo-3.0,2026-03-04,0
schminkel-payload-digital,2026-03-04,42663578
schminkel-payload-financials,2026-03-04,2764837
schminkel-payload-financials-dev,2026-03-04,2758654
schminkel-payload-financials-local,2026-03-04,2778017
schminkel-payload-lightgallery,2026-03-04,405906771
schminkel-payload-lightgallery-dev,2026-03-04,482610112
schminkel-photo-gallery,2026-03-04,119778256
schminkel-photo-net,2026-03-04,80255909
schminkel-photos,2026-03-04,1766315955
schminkel-public,2026-03-04,2005363
schminkel-test-lambda-bucket,2026-03-04,43293554
schminkel-transcribe-audio-input-bucket,2026-03-04,15690254
schminkel-transcribe-audio-output-bucket,2026-03-04,178578
schminkel-transcription,2026-03-04,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-04,1023336
all,2026-03-04,23684801467
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-05,19983504
capgemini-s3,2026-03-05,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-05,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-05,86076714
coolify-raspi5-02,2026-03-05,0
coolify-scraper-backup,2026-03-05,6505591
docker-volume-backup-coolify-6,2026-03-05,4493123187
docker-volume-backup-open-webui-raspi2,2026-03-05,3404287630
docker-volume-backup-owncloud-raspi2,2026-03-05,1086438183
docker-volume-backup-paperless-raspi2,2026-03-05,60517528
nextcloud.xtra.tools,2026-03-05,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-05,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-05,1002551
schminkel-chatbot-files,2026-03-05,30904152
schminkel-comfyui,2026-03-05,23213253
schminkel-coolify-116.203.89.76,2026-03-05,0
schminkel-coolify-5.75.142.123,2026-03-05,21259489
schminkel-coolify-91.99.8.91,2026-03-05,56510073
schminkel-coolify-94.130.56.167,2026-03-05,304330503
schminkel-de,2026-03-05,2124127517
schminkel-de-2026,2026-03-05,12151665
schminkel-de-backups,2026-03-05,4669335505
schminkel-digital,2026-03-05,19412748
schminkel-dynamodb-exports,2026-03-05,5116
schminkel-email,2026-03-05,504263
schminkel-email-plaintext,2026-03-05,29155
schminkel-email-thorsten-schminkel-digital,2026-03-05,654017
schminkel-ente,2026-03-05,2935693957
schminkel-favicon-bucket,2026-03-05,294839
schminkel-lambda-layer,2026-03-05,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-05,1208758227
schminkel-payload-3.0,2026-03-05,62745372
schminkel-payload-demo-3.0,2026-03-05,0
schminkel-payload-digital,2026-03-05,42663578
schminkel-payload-financials,2026-03-05,2764837
schminkel-payload-financials-dev,2026-03-05,2758654
schminkel-payload-financials-local,2026-03-05,2778017
schminkel-payload-lightgallery,2026-03-05,405906771
schminkel-payload-lightgallery-dev,2026-03-05,482610112
schminkel-photo-gallery,2026-03-05,119778256
schminkel-photo-net,2026-03-05,80255909
schminkel-photos,2026-03-05,1766315955
schminkel-public,2026-03-05,2005363
schminkel-test-lambda-bucket,2026-03-05,43293554
schminkel-transcribe-audio-input-bucket,2026-03-05,15690254
schminkel-transcribe-audio-output-bucket,2026-03-05,178578
schminkel-transcription,2026-03-05,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-05,1023336
all,2026-03-05,23665546262
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-06,19983504
capgemini-s3,2026-03-06,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-06,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-06,86076714
coolify-raspi5-02,2026-03-06,0
coolify-scraper-backup,2026-03-06,6505591
docker-volume-backup-coolify-6,2026-03-06,4493992834
docker-volume-backup-open-webui-raspi2,2026-03-06,3404287624
docker-volume-backup-owncloud-raspi2,2026-03-06,1086438192
docker-volume-backup-paperless-raspi2,2026-03-06,60517917
nextcloud.xtra.tools,2026-03-06,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-06,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-06,1002551
schminkel-chatbot-files,2026-03-06,30904152
schminkel-comfyui,2026-03-06,23213253
schminkel-coolify-116.203.89.76,2026-03-06,0
schminkel-coolify-5.75.142.123,2026-03-06,21259489
schminkel-coolify-91.99.8.91,2026-03-06,53397745
schminkel-coolify-94.130.56.167,2026-03-06,304330503
schminkel-de,2026-03-06,2124127517
schminkel-de-2026,2026-03-06,12151665
schminkel-de-backups,2026-03-06,4669335505
schminkel-digital,2026-03-06,19412748
schminkel-dynamodb-exports,2026-03-06,5116
schminkel-email,2026-03-06,504263
schminkel-email-plaintext,2026-03-06,29155
schminkel-email-thorsten-schminkel-digital,2026-03-06,654017
schminkel-ente,2026-03-06,2935693957
schminkel-favicon-bucket,2026-03-06,294839
schminkel-lambda-layer,2026-03-06,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-06,1208758227
schminkel-payload-3.0,2026-03-06,62745372
schminkel-payload-demo-3.0,2026-03-06,0
schminkel-payload-digital,2026-03-06,42663578
schminkel-payload-financials,2026-03-06,2764837
schminkel-payload-financials-dev,2026-03-06,2758654
schminkel-payload-financials-local,2026-03-06,2778017
schminkel-payload-lightgallery,2026-03-06,405906771
schminkel-payload-lightgallery-dev,2026-03-06,482610112
schminkel-photo-gallery,2026-03-06,119778256
schminkel-photo-net,2026-03-06,80255909
schminkel-photos,2026-03-06,1766315955
schminkel-public,2026-03-06,2005363
schminkel-test-lambda-bucket,2026-03-06,43293554
schminkel-transcribe-audio-input-bucket,2026-03-06,15690254
schminkel-transcribe-audio-output-bucket,2026-03-06,178578
schminkel-transcription,2026-03-06,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-06,1023336
all,2026-03-06,23663303973
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-07,19983504
capgemini-s3,2026-03-07,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-07,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-07,86076714
coolify-raspi5-02,2026-03-07,0
coolify-scraper-backup,2026-03-07,6505591
docker-volume-backup-coolify-6,2026-03-07,4497592949
docker-volume-backup-open-webui-raspi2,2026-03-07,3404287628
docker-volume-backup-owncloud-raspi2,2026-03-07,1086438199
docker-volume-backup-paperless-raspi2,2026-03-07,60517920
nextcloud.xtra.tools,2026-03-07,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-07,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-07,1002551
schminkel-chatbot-files,2026-03-07,30904152
schminkel-comfyui,2026-03-07,23213253
schminkel-coolify-116.203.89.76,2026-03-07,0
schminkel-coolify-5.75.142.123,2026-03-07,21259489
schminkel-coolify-91.99.8.91,2026-03-07,50333205
schminkel-coolify-94.130.56.167,2026-03-07,304330503
schminkel-de,2026-03-07,2124127517
schminkel-de-2026,2026-03-07,12151665
schminkel-de-backups,2026-03-07,4669335505
schminkel-digital,2026-03-07,19412748
schminkel-dynamodb-exports,2026-03-07,5116
schminkel-email,2026-03-07,504263
schminkel-email-plaintext,2026-03-07,29155
schminkel-email-thorsten-schminkel-digital,2026-03-07,654017
schminkel-ente,2026-03-07,2935693957
schminkel-favicon-bucket,2026-03-07,294839
schminkel-lambda-layer,2026-03-07,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-07,1208758227
schminkel-payload-3.0,2026-03-07,62745372
schminkel-payload-demo-3.0,2026-03-07,0
schminkel-payload-digital,2026-03-07,42663578
schminkel-payload-financials,2026-03-07,2764837
schminkel-payload-financials-dev,2026-03-07,2758654
schminkel-payload-financials-local,2026-03-07,2778017
schminkel-payload-lightgallery,2026-03-07,405906771
schminkel-payload-lightgallery-dev,2026-03-07,482610112
schminkel-photo-gallery,2026-03-07,119778256
schminkel-photo-net,2026-03-07,80255909
schminkel-photos,2026-03-07,1766315955
schminkel-public,2026-03-07,2005363
schminkel-test-lambda-bucket,2026-03-07,43293554
schminkel-transcribe-audio-input-bucket,2026-03-07,15690254
schminkel-transcribe-audio-output-bucket,2026-03-07,178578
schminkel-transcription,2026-03-07,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-07,1023336
all,2026-03-07,23663839562
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-08,19983504
capgemini-s3,2026-03-08,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-08,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-08,86076714
coolify-raspi5-02,2026-03-08,0
coolify-scraper-backup,2026-03-08,6505591
docker-volume-backup-coolify-6,2026-03-08,4504326847
docker-volume-backup-open-webui-raspi2,2026-03-08,3404287632
docker-volume-backup-owncloud-raspi2,2026-03-08,1113846789
docker-volume-backup-paperless-raspi2,2026-03-08,60517927
nextcloud.xtra.tools,2026-03-08,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-08,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-08,1002551
schminkel-chatbot-files,2026-03-08,30904152
schminkel-comfyui,2026-03-08,23213253
schminkel-coolify-116.203.89.76,2026-03-08,0
schminkel-coolify-5.75.142.123,2026-03-08,21259489
schminkel-coolify-91.99.8.91,2026-03-08,46987111
schminkel-coolify-94.130.56.167,2026-03-08,304330503
schminkel-de,2026-03-08,2124127517
schminkel-de-2026,2026-03-08,12151665
schminkel-de-backups,2026-03-08,4669335505
schminkel-digital,2026-03-08,19412748
schminkel-dynamodb-exports,2026-03-08,5116
schminkel-email,2026-03-08,504263
schminkel-email-plaintext,2026-03-08,29155
schminkel-email-thorsten-schminkel-digital,2026-03-08,654017
schminkel-ente,2026-03-08,2935693957
schminkel-favicon-bucket,2026-03-08,294839
schminkel-lambda-layer,2026-03-08,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-08,1208758227
schminkel-payload-3.0,2026-03-08,62745372
schminkel-payload-demo-3.0,2026-03-08,0
schminkel-payload-digital,2026-03-08,42663578
schminkel-payload-financials,2026-03-08,2764837
schminkel-payload-financials-dev,2026-03-08,2758654
schminkel-payload-financials-local,2026-03-08,2778017
schminkel-payload-lightgallery,2026-03-08,405906771
schminkel-payload-lightgallery-dev,2026-03-08,482610112
schminkel-photo-gallery,2026-03-08,119778256
schminkel-photo-net,2026-03-08,80255909
schminkel-photos,2026-03-08,1766315955
schminkel-public,2026-03-08,2005363
schminkel-test-lambda-bucket,2026-03-08,43293554
schminkel-transcribe-audio-input-bucket,2026-03-08,15690254
schminkel-transcribe-audio-output-bucket,2026-03-08,178578
schminkel-transcription,2026-03-08,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-08,1023336
all,2026-03-08,23694635967
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-09,19983504
capgemini-s3,2026-03-09,2183813
